trade_date,ticker,asof_timestamp,instrument_id
2021-11-05,AAPL,2021-11-05T16:00:00,AAPL
2021-11-05,MSFT,2021-11-05T16:00:00,MSFT
2021-11-05,NVDA,2021-11-05T16:00:00,NVDA
2021-11-05,AMZN,2021-11-05T16:00:00,AMZN
2021-11-05,META,2021-11-05T16:00:00,META
2021-11-05,GOOGL,2021-11-05T16:00:00,GOOGL
2021-11-05,GOOG,2021-11-05T16:00:00,GOOG
2021-11-05,TSLA,2021-11-05T16:00:00,TSLA
2021-11-05,AVGO,2021-11-05T16:00:00,AVGO
2021-11-05,COST,2021-11-05T16:00:00,COST
2021-11-05,NFLX,2021-11-05T16:00:00,NFLX
2021-11-05,AMD,2021-11-05T16:00:00,AMD
2021-11-05,ADBE,2021-11-05T16:00:00,ADBE
2021-11-05,QCOM,2021-11-05T16:00:00,QCOM
2021-11-05,PEP,2021-11-05T16:00:00,PEP
2021-11-05,INTU,2021-11-05T16:00:00,INTU
2021-11-05,CSCO,2021-11-05T16:00:00,CSCO
2021-11-05,TXN,2021-11-05T16:00:00,TXN
2021-11-05,AMGN,2021-11-05T16:00:00,AMGN
2021-11-05,AMAT,2021-11-05T16:00:00,AMAT
