trade_date,ticker,asof_timestamp,instrument_id
2023-09-08,AAPL,2023-09-08T16:00:00,AAPL
2023-09-08,MSFT,2023-09-08T16:00:00,MSFT
2023-09-08,NVDA,2023-09-08T16:00:00,NVDA
2023-09-08,AMZN,2023-09-08T16:00:00,AMZN
2023-09-08,META,2023-09-08T16:00:00,META
2023-09-08,GOOGL,2023-09-08T16:00:00,GOOGL
2023-09-08,GOOG,2023-09-08T16:00:00,GOOG
2023-09-08,TSLA,2023-09-08T16:00:00,TSLA
2023-09-08,AVGO,2023-09-08T16:00:00,AVGO
2023-09-08,COST,2023-09-08T16:00:00,COST
2023-09-08,NFLX,2023-09-08T16:00:00,NFLX
2023-09-08,AMD,2023-09-08T16:00:00,AMD
2023-09-08,ADBE,2023-09-08T16:00:00,ADBE
2023-09-08,QCOM,2023-09-08T16:00:00,QCOM
2023-09-08,PEP,2023-09-08T16:00:00,PEP
2023-09-08,INTU,2023-09-08T16:00:00,INTU
2023-09-08,CSCO,2023-09-08T16:00:00,CSCO
2023-09-08,TXN,2023-09-08T16:00:00,TXN
2023-09-08,AMGN,2023-09-08T16:00:00,AMGN
2023-09-08,AMAT,2023-09-08T16:00:00,AMAT
