trade_date,ticker,asof_timestamp,instrument_id
2024-09-13,AAPL,2024-09-13T16:00:00,AAPL
2024-09-13,MSFT,2024-09-13T16:00:00,MSFT
2024-09-13,NVDA,2024-09-13T16:00:00,NVDA
2024-09-13,AMZN,2024-09-13T16:00:00,AMZN
2024-09-13,META,2024-09-13T16:00:00,META
2024-09-13,GOOGL,2024-09-13T16:00:00,GOOGL
2024-09-13,GOOG,2024-09-13T16:00:00,GOOG
2024-09-13,TSLA,2024-09-13T16:00:00,TSLA
2024-09-13,AVGO,2024-09-13T16:00:00,AVGO
2024-09-13,COST,2024-09-13T16:00:00,COST
2024-09-13,NFLX,2024-09-13T16:00:00,NFLX
2024-09-13,AMD,2024-09-13T16:00:00,AMD
2024-09-13,ADBE,2024-09-13T16:00:00,ADBE
2024-09-13,QCOM,2024-09-13T16:00:00,QCOM
2024-09-13,PEP,2024-09-13T16:00:00,PEP
2024-09-13,INTU,2024-09-13T16:00:00,INTU
2024-09-13,CSCO,2024-09-13T16:00:00,CSCO
2024-09-13,TXN,2024-09-13T16:00:00,TXN
2024-09-13,AMGN,2024-09-13T16:00:00,AMGN
2024-09-13,AMAT,2024-09-13T16:00:00,AMAT
