trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2021-02-26,AAPL,0.144,2021-02-26T16:00:00,AAPL,0.144
2021-02-26,MSFT,0.128,2021-02-26T16:00:00,MSFT,0.128
2021-02-26,NVDA,0.128,2021-02-26T16:00:00,NVDA,0.128
2021-02-26,AMZN,0.08,2021-02-26T16:00:00,AMZN,0.08
2021-02-26,META,0.08,2021-02-26T16:00:00,META,0.08
2021-02-26,GOOGL,0.04,2021-02-26T16:00:00,GOOGL,0.04
2021-02-26,GOOG,0.04,2021-02-26T16:00:00,GOOG,0.04
2021-02-26,TSLA,0.048,2021-02-26T16:00:00,TSLA,0.048
2021-02-26,AVGO,0.048,2021-02-26T16:00:00,AVGO,0.048
2021-02-26,COST,0.032,2021-02-26T16:00:00,COST,0.032
2021-02-26,NFLX,0.024,2021-02-26T16:00:00,NFLX,0.024
2021-02-26,AMD,0.024,2021-02-26T16:00:00,AMD,0.024
2021-02-26,ADBE,0.016,2021-02-26T16:00:00,ADBE,0.016
2021-02-26,QCOM,0.032,2021-02-26T16:00:00,QCOM,0.032
2021-02-26,PEP,0.024,2021-02-26T16:00:00,PEP,0.024
2021-02-26,INTU,0.032,2021-02-26T16:00:00,INTU,0.032
2021-02-26,CSCO,0.024,2021-02-26T16:00:00,CSCO,0.024
2021-02-26,TXN,0.024,2021-02-26T16:00:00,TXN,0.024
2021-02-26,AMGN,0.016,2021-02-26T16:00:00,AMGN,0.016
2021-02-26,AMAT,0.016,2021-02-26T16:00:00,AMAT,0.016
