trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2024-10-25,AAPL,0.144,2024-10-25T16:00:00,AAPL,0.144
2024-10-25,MSFT,0.128,2024-10-25T16:00:00,MSFT,0.128
2024-10-25,NVDA,0.128,2024-10-25T16:00:00,NVDA,0.128
2024-10-25,AMZN,0.08,2024-10-25T16:00:00,AMZN,0.08
2024-10-25,META,0.08,2024-10-25T16:00:00,META,0.08
2024-10-25,GOOGL,0.04,2024-10-25T16:00:00,GOOGL,0.04
2024-10-25,GOOG,0.04,2024-10-25T16:00:00,GOOG,0.04
2024-10-25,TSLA,0.048,2024-10-25T16:00:00,TSLA,0.048
2024-10-25,AVGO,0.048,2024-10-25T16:00:00,AVGO,0.048
2024-10-25,COST,0.032,2024-10-25T16:00:00,COST,0.032
2024-10-25,NFLX,0.024,2024-10-25T16:00:00,NFLX,0.024
2024-10-25,AMD,0.024,2024-10-25T16:00:00,AMD,0.024
2024-10-25,ADBE,0.016,2024-10-25T16:00:00,ADBE,0.016
2024-10-25,QCOM,0.032,2024-10-25T16:00:00,QCOM,0.032
2024-10-25,PEP,0.024,2024-10-25T16:00:00,PEP,0.024
2024-10-25,INTU,0.032,2024-10-25T16:00:00,INTU,0.032
2024-10-25,CSCO,0.024,2024-10-25T16:00:00,CSCO,0.024
2024-10-25,TXN,0.024,2024-10-25T16:00:00,TXN,0.024
2024-10-25,AMGN,0.016,2024-10-25T16:00:00,AMGN,0.016
2024-10-25,AMAT,0.016,2024-10-25T16:00:00,AMAT,0.016
