trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2021-07-02,AAPL,0.144,2021-07-02T16:00:00,AAPL,0.144
2021-07-02,MSFT,0.128,2021-07-02T16:00:00,MSFT,0.128
2021-07-02,NVDA,0.128,2021-07-02T16:00:00,NVDA,0.128
2021-07-02,AMZN,0.08,2021-07-02T16:00:00,AMZN,0.08
2021-07-02,META,0.08,2021-07-02T16:00:00,META,0.08
2021-07-02,GOOGL,0.04,2021-07-02T16:00:00,GOOGL,0.04
2021-07-02,GOOG,0.04,2021-07-02T16:00:00,GOOG,0.04
2021-07-02,TSLA,0.048,2021-07-02T16:00:00,TSLA,0.048
2021-07-02,AVGO,0.048,2021-07-02T16:00:00,AVGO,0.048
2021-07-02,COST,0.032,2021-07-02T16:00:00,COST,0.032
2021-07-02,NFLX,0.024,2021-07-02T16:00:00,NFLX,0.024
2021-07-02,AMD,0.024,2021-07-02T16:00:00,AMD,0.024
2021-07-02,ADBE,0.016,2021-07-02T16:00:00,ADBE,0.016
2021-07-02,QCOM,0.032,2021-07-02T16:00:00,QCOM,0.032
2021-07-02,PEP,0.024,2021-07-02T16:00:00,PEP,0.024
2021-07-02,INTU,0.032,2021-07-02T16:00:00,INTU,0.032
2021-07-02,CSCO,0.024,2021-07-02T16:00:00,CSCO,0.024
2021-07-02,TXN,0.024,2021-07-02T16:00:00,TXN,0.024
2021-07-02,AMGN,0.016,2021-07-02T16:00:00,AMGN,0.016
2021-07-02,AMAT,0.016,2021-07-02T16:00:00,AMAT,0.016
