trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2022-02-18,AAPL,0.144,2022-02-18T16:00:00,AAPL,0.144
2022-02-18,MSFT,0.128,2022-02-18T16:00:00,MSFT,0.128
2022-02-18,NVDA,0.128,2022-02-18T16:00:00,NVDA,0.128
2022-02-18,AMZN,0.08,2022-02-18T16:00:00,AMZN,0.08
2022-02-18,META,0.08,2022-02-18T16:00:00,META,0.08
2022-02-18,GOOGL,0.04,2022-02-18T16:00:00,GOOGL,0.04
2022-02-18,GOOG,0.04,2022-02-18T16:00:00,GOOG,0.04
2022-02-18,TSLA,0.048,2022-02-18T16:00:00,TSLA,0.048
2022-02-18,AVGO,0.048,2022-02-18T16:00:00,AVGO,0.048
2022-02-18,COST,0.032,2022-02-18T16:00:00,COST,0.032
2022-02-18,NFLX,0.024,2022-02-18T16:00:00,NFLX,0.024
2022-02-18,AMD,0.024,2022-02-18T16:00:00,AMD,0.024
2022-02-18,ADBE,0.016,2022-02-18T16:00:00,ADBE,0.016
2022-02-18,QCOM,0.032,2022-02-18T16:00:00,QCOM,0.032
2022-02-18,PEP,0.024,2022-02-18T16:00:00,PEP,0.024
2022-02-18,INTU,0.032,2022-02-18T16:00:00,INTU,0.032
2022-02-18,CSCO,0.024,2022-02-18T16:00:00,CSCO,0.024
2022-02-18,TXN,0.024,2022-02-18T16:00:00,TXN,0.024
2022-02-18,AMGN,0.016,2022-02-18T16:00:00,AMGN,0.016
2022-02-18,AMAT,0.016,2022-02-18T16:00:00,AMAT,0.016
