trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2021-01-22,AAPL,0.144,2021-01-22T16:00:00,AAPL,0.144
2021-01-22,MSFT,0.128,2021-01-22T16:00:00,MSFT,0.128
2021-01-22,NVDA,0.128,2021-01-22T16:00:00,NVDA,0.128
2021-01-22,AMZN,0.08,2021-01-22T16:00:00,AMZN,0.08
2021-01-22,META,0.08,2021-01-22T16:00:00,META,0.08
2021-01-22,GOOGL,0.04,2021-01-22T16:00:00,GOOGL,0.04
2021-01-22,GOOG,0.04,2021-01-22T16:00:00,GOOG,0.04
2021-01-22,TSLA,0.048,2021-01-22T16:00:00,TSLA,0.048
2021-01-22,AVGO,0.048,2021-01-22T16:00:00,AVGO,0.048
2021-01-22,COST,0.032,2021-01-22T16:00:00,COST,0.032
2021-01-22,NFLX,0.024,2021-01-22T16:00:00,NFLX,0.024
2021-01-22,AMD,0.024,2021-01-22T16:00:00,AMD,0.024
2021-01-22,ADBE,0.016,2021-01-22T16:00:00,ADBE,0.016
2021-01-22,QCOM,0.032,2021-01-22T16:00:00,QCOM,0.032
2021-01-22,PEP,0.024,2021-01-22T16:00:00,PEP,0.024
2021-01-22,INTU,0.032,2021-01-22T16:00:00,INTU,0.032
2021-01-22,CSCO,0.024,2021-01-22T16:00:00,CSCO,0.024
2021-01-22,TXN,0.024,2021-01-22T16:00:00,TXN,0.024
2021-01-22,AMGN,0.016,2021-01-22T16:00:00,AMGN,0.016
2021-01-22,AMAT,0.016,2021-01-22T16:00:00,AMAT,0.016
