trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2025-09-12,AAPL,0.144,2025-09-12T16:00:00,AAPL,0.144
2025-09-12,MSFT,0.128,2025-09-12T16:00:00,MSFT,0.128
2025-09-12,NVDA,0.128,2025-09-12T16:00:00,NVDA,0.128
2025-09-12,AMZN,0.08,2025-09-12T16:00:00,AMZN,0.08
2025-09-12,META,0.08,2025-09-12T16:00:00,META,0.08
2025-09-12,GOOGL,0.04,2025-09-12T16:00:00,GOOGL,0.04
2025-09-12,GOOG,0.04,2025-09-12T16:00:00,GOOG,0.04
2025-09-12,TSLA,0.048,2025-09-12T16:00:00,TSLA,0.048
2025-09-12,AVGO,0.048,2025-09-12T16:00:00,AVGO,0.048
2025-09-12,COST,0.032,2025-09-12T16:00:00,COST,0.032
2025-09-12,NFLX,0.024,2025-09-12T16:00:00,NFLX,0.024
2025-09-12,AMD,0.024,2025-09-12T16:00:00,AMD,0.024
2025-09-12,ADBE,0.016,2025-09-12T16:00:00,ADBE,0.016
2025-09-12,QCOM,0.032,2025-09-12T16:00:00,QCOM,0.032
2025-09-12,PEP,0.024,2025-09-12T16:00:00,PEP,0.024
2025-09-12,INTU,0.032,2025-09-12T16:00:00,INTU,0.032
2025-09-12,CSCO,0.024,2025-09-12T16:00:00,CSCO,0.024
2025-09-12,TXN,0.024,2025-09-12T16:00:00,TXN,0.024
2025-09-12,AMGN,0.016,2025-09-12T16:00:00,AMGN,0.016
2025-09-12,AMAT,0.016,2025-09-12T16:00:00,AMAT,0.016
