trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2024-10-04,AAPL,0.144,2024-10-04T16:00:00,AAPL,0.144
2024-10-04,MSFT,0.128,2024-10-04T16:00:00,MSFT,0.128
2024-10-04,NVDA,0.128,2024-10-04T16:00:00,NVDA,0.128
2024-10-04,AMZN,0.08,2024-10-04T16:00:00,AMZN,0.08
2024-10-04,META,0.08,2024-10-04T16:00:00,META,0.08
2024-10-04,GOOGL,0.04,2024-10-04T16:00:00,GOOGL,0.04
2024-10-04,GOOG,0.04,2024-10-04T16:00:00,GOOG,0.04
2024-10-04,TSLA,0.048,2024-10-04T16:00:00,TSLA,0.048
2024-10-04,AVGO,0.048,2024-10-04T16:00:00,AVGO,0.048
2024-10-04,COST,0.032,2024-10-04T16:00:00,COST,0.032
2024-10-04,NFLX,0.024,2024-10-04T16:00:00,NFLX,0.024
2024-10-04,AMD,0.024,2024-10-04T16:00:00,AMD,0.024
2024-10-04,ADBE,0.016,2024-10-04T16:00:00,ADBE,0.016
2024-10-04,QCOM,0.032,2024-10-04T16:00:00,QCOM,0.032
2024-10-04,PEP,0.024,2024-10-04T16:00:00,PEP,0.024
2024-10-04,INTU,0.032,2024-10-04T16:00:00,INTU,0.032
2024-10-04,CSCO,0.024,2024-10-04T16:00:00,CSCO,0.024
2024-10-04,TXN,0.024,2024-10-04T16:00:00,TXN,0.024
2024-10-04,AMGN,0.016,2024-10-04T16:00:00,AMGN,0.016
2024-10-04,AMAT,0.016,2024-10-04T16:00:00,AMAT,0.016
